Year	Province	Immigrant Stock	Prediction step I	MI 3 selection	MI 5 selection
2012	Centro	44427	46751.80821048528	44993.67535046823	46552.5962059217
2012	Isole	6043	5833.756800838416	5879.299044545288	5816.967078452342
2012	Nord-est	19005	18553.802453754026	18997.930087064484	18470.287796770717
2012	Nord-ovest	52770	51993.547925292354	53354.02715707014	52381.14982590934
2012	Sud	7302	7330.891171017923	7200.996475707788	7370.233692171922
2013	Centro	49261	49510.57336937231	47648.69530966003	49299.60611600748
2013	Isole	6408	6280.121433135957	6329.148300484191	6262.047060306777
2013	Nord-est	20650	19689.686263686624	20161.00387002163	19601.05874927175
2013	Nord-ovest	55990	55206.25019098953	56650.79398240549	55617.80216914479
2013	Sud	7926	7788.17824691858	7650.180967078449	7829.974879862996
2014	Centro	62861	58701.684009760706	56494.16811794218	58451.552932686776
2014	Isole	6970	7376.269935483966	7433.854078004478	7355.040815263589
2014	Nord-est	22489	23245.386660763677	23801.818076305808	23140.754173797355
2014	Nord-ovest	61747	64850.06311377211	66546.94989234963	65333.50786261184
2014	Sud	9040	9192.659723530596	9029.77669798543	9241.993754168552
2015	Centro	61152	61915.01940303299	59586.66389534906	61651.196128597476
2015	Isole	7532	7522.626853146582	7581.353556565659	7500.976513444364
2015	Nord-est	22816	23712.820182699492	24280.44068707367	23606.08367687535
2015	Nord-ovest	67678	66329.39392523104	68064.98933067147	66823.86680077192
2015	Sud	9499	9469.22150951531	9301.438137192788	9520.039757782682
2016	Centro	61752	59459.08830502572	57223.089720648575	59205.72988694189
2016	Isole	7149	7385.974533356539	7443.63443651919	7364.717483020152
2016	Nord-est	22555	22974.59164800886	23524.54096650228	22871.178067660665
2016	Nord-ovest	65743	65319.17892037881	67028.3407280254	65806.12083733855
2016	Sud	9140	9242.496285527031	9078.730215221709	9292.097772869614
