Year	Province	Immigrant Stock	Prediction step I	MI 3 selection	MI 5 selection
2012	Centro	120104	122492.51288926968	122677.43207624339	122568.08305354837
2012	Isole	7100	7383.168136289641	7354.609367781866	7384.0359704425855
2012	Nord-est	132501	130773.54282990284	131097.22250773673	130768.33223534591
2012	Nord-ovest	159504	157469.68955421043	156113.12505306795	157407.20547790092
2012	Sud	44199	45414.45692219044	45808.28250358502	45398.01899269945
2013	Centro	123023	124429.52344896064	124617.36681806952	124506.28862673673
2013	Isole	7368	7540.420165460083	7511.253131744805	7541.306483369461
2013	Nord-est	136653	137064.04546986084	137403.2948709266	137058.58423394244
2013	Nord-ovest	165074	166714.3764611322	165278.17114709702	166648.22408698237
2013	Sud	45787	45809.207128204194	46206.45590872797	45792.6263174263
2014	Centro	132042	128570.00229302168	128764.0962807475	128649.32188542305
2014	Isole	8057	7929.522438804618	7898.850321967139	7930.454492668475
2014	Nord-est	142789	142937.47910647807	143291.26593664562	142931.78384706628
2014	Nord-ovest	177286	174673.8084010717	173169.03444471813	174604.4977190966
2014	Sud	49127	48059.29726912776	48476.05840580407	48041.90202995866
2015	Centro	131643	131062.95373094104	131260.8111695278	131143.8113173413
2015	Isole	8682	8289.08722890031	8257.024282622888	8290.061546816574
2015	Nord-est	139258	140532.63014676273	140880.46469698404	140527.03070713705
2015	Nord-ovest	175061	178210.02887722434	176674.79120953882	178139.3150206405
2015	Sud	49247	48968.69399946798	49393.341252599625	48950.9696008121
2016	Centro	124739	127581.3656974791	127773.96720316564	127660.07536337845
2016	Isole	8682	8960.604804179813	8925.944366605	8961.658053778978
2016	Nord-est	131654	132798.53970229888	133127.23148213053	132793.24842293788
2016	Nord-ovest	167344	171244.0949648914	169768.8671866613	171176.14519546193
2016	Sud	48025	48020.50811225051	48436.932876694395	48003.1269129593
