Year	Province	Immigrant Stock	Prediction step I	MI 3 selection	MI 5 selection
2012	Centro	56317	58229.53886099241	59019.85457162063	58760.85626666002
2012	Isole	15926	16127.2495962183	16429.656897996934	16072.77595582644
2012	Nord-est	135986	133631.24015525996	134920.09238028683	133830.46281338486
2012	Nord-ovest	171434	171467.24675379368	171551.4633512801	170457.5254036771
2012	Sud	38771	40447.94593312338	38799.40891379327	40387.43139147986
2013	Centro	58771	58840.79320981549	59639.405120697185	59377.688026556
2013	Isole	16920	17057.506414785195	17377.357264689355	16999.890609630253
2013	Nord-est	140726	139708.53077487557	141055.99750896578	139916.81369458325
2013	Nord-ovest	178240	176956.2749458326	177043.18749421692	175914.2302858019
2013	Sud	42231	43167.88686970934	41408.49321178081	43103.30299956773
2014	Centro	63823	62032.302405516726	62874.23081704937	62598.31825634395
2014	Isole	18648	18243.269425753773	18585.35490348809	18181.648422597515
2014	Nord-est	145951	146296.08752357747	147707.0902030289	146514.19142948944
2014	Nord-ovest	187904	185997.23158480297	186088.584623255	184901.94732877548
2014	Sud	48860	47103.877027857205	45184.06421059351	47033.40448686127
2015	Centro	63928	63537.69918532066	64400.059472995315	64117.45108021069
2015	Isole	18885	18909.351677447332	19263.927080093825	18845.48082227296
2015	Nord-est	141210	144404.15725876542	145796.91256934887	144619.44060134277
2015	Nord-ovest	182841	186020.54158963836	186111.90607686172	184925.12006769018
2015	Sud	52193	50767.85049596893	48698.70510419051	50691.89625077503
2016	Centro	62270	62274.99255381894	63120.214857777595	62843.22283914966
2016	Isole	19230	18697.991283132884	19048.60339829098	18634.834348211607
2016	Nord-est	134259	137643.6198209087	138971.1708146797	137848.82429093253
2016	Nord-ovest	177573	178127.40882655527	178214.89658048208	177078.4676955918
2016	Sud	53657	52401.15268105563	50265.438788609215	52322.75483753268
