Year	Province	Immigrant Stock	Prediction step I	MI 3 selection	MI 5 selection
2012	Centro	12554	13106.097585297148	12632.143171963866	13109.228221498974
2012	Isole	497	492.22577992747966	500.24218842886086	492.7407577132191
2012	Nord-est	6371	6159.26458483815	6388.897868613806	6155.160293105944
2012	Nord-ovest	60915	60581.767666889056	60849.32278690552	60585.59155783962
2012	Sud	596	613.676460159186	600.3373724877387	613.1650939189519
2013	Centro	13119	13459.343499727387	12972.614691953157	13462.558515313769
2013	Isole	508	508.41540017090307	516.6954734672745	508.9473159048868
2013	Nord-est	6621	6355.140227291887	6592.07626066837	6350.905411733534
2013	Nord-ovest	62530	62486.1059901868	62762.07148659643	62490.05008202225
2013	Sud	635	633.2562379339296	619.4915573168819	632.728556195228
2014	Centro	15353	14851.452887294567	14314.381375768433	14855.00043420974
2014	Isole	531	560.464145291159	569.5918865071784	561.0505156039267
2014	Nord-est	6875	7010.7782278938685	7272.1581384528445	7006.106520952117
2014	Nord-ovest	69012	68895.83276033186	69200.10636463112	68900.18143092318
2014	Sud	711	699.340104113333	684.1390013066407	698.7573558039185
2015	Centro	15453	14914.986083973312	14375.617028211522	14918.5488069792
2015	Isole	586	560.1168074023456	569.2388918597833	560.7028143223285
2015	Nord-est	6628	7004.421854241233	7265.564782781552	6999.754382936932
2015	Nord-ovest	68473	69015.27841538086	69320.07954302258	69019.63462532235
2015	Sud	708	700.9896596689213	685.7527015417083	700.4055368126936
2016	Centro	15171	14276.121885749997	13759.856008054592	14279.532004109537
2016	Isole	560	538.2651757349844	547.0313836556567	538.8283209818293
2016	Nord-est	6338	6691.908994692399	6941.400637081289	6687.449769669463
2016	Nord-ovest	65208	66018.13643846373	66309.70089916384	66022.30347029892
2016	Sud	702	670.6524614882971	656.0749233853303	670.0936181074609
